;Unnamed: 0;id;compagny_name;address;code_nace;code_nace_desc
417;2;54592;DAMRO TECHNOLOGY S.A R.L.;42, RUE GABRIEL LIPPMANN,L-6947 NIEDERANVEN;47.91;Vente à distance
418;3;54593;PROLOGIS POLAND XL S.A R.L.;34, AVENUE DE LA LIBERTE,L-1930 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
419;4;54594;GGL TRADE CREDIT LUXEMBOURG S.A.R.L.;15, AVENUE GUILLAUME,L-1651 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
420;5;54595;HERBERT SEITZ & SOHN G.M.B.H.;27, HOSSEGAASS,L-5687 DALHEIM;49.41;Transports routiers de fret
421;6;54596;PRESTACOMPTA S.A R.L.;36, BEETEBUERGERSTROOSS,L-3333 HELLANGE;69.2;Activités comptables
422;7;54597;EURO INDUSTRIAL S.A R.L. SICAR;20, RUE DE LA POSTE,L-2346 LUXEMBOURG;64.304;Sociétés d'investissement en capital à risque (SICAR)
423;8;54598;UBS (LUX) OPEN-END REAL ESTATE MANAGEMENT COMPANY S.A R.L.;33A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;66.301;Gestion de fonds d'investissement et de pension
424;9;54599;AUTOECOLE DIEDERICH, S.A R.L.;14, RUE MAXIMILIEN,L-6463 ECHTERNACH;85.53;Enseignement de la conduite
425;0;54600;UBS VA N°1 FUND MANAGEMENT COMPANY S.A R.L.;33A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;66.301;Gestion de fonds d'investissement et de pension
426;1;54601;CRANE INTERNATIONAL CAPITAL S.A R.L.;20, RUE DE LA POSTE,L-2346 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
427;2;54602;MONTROUGE CAMPUS S.A R.L.;2, AVENUE CHARLES DE GAULLE,L-1653 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
428;3;54603;VENUS JV S.A R.L.;2, AVENUE CHARLES DE GAULLE,L-1653 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
429;4;54604;STALKA S.A R.L.;8, AM DUERF,L-8289 KEHLEN;70.22;Conseil pour les affaires et autres conseils de gestion
430;5;54605;MPEL-METROPLEX PROJECT ENGINEERING LUXEMBOURG S.A R.L.;16, RUE WINKEL,L-5414 CANACH;70.22;Conseil pour les affaires et autres conseils de gestion
431;6;54606;AM TIIRMSCHEN S.A R.L.;32, RUE DE L'EAU,L-1449 LUXEMBOURG;56.101;Restaurants
432;7;54607;PEINTURE DAVE FELTUS SARL;14, AVENUE J-F KENNEDY,L-9053 ETTELBRUCK;43.341;Travaux de peinture
433;8;54608;PEINTURE MARC FELTUS SARL;22, GRAND-RUE,L-9530 WILTZ;43.341;Travaux de peinture
434;9;54609;BLACKBAY S.A R.L.;1, RUE JEAN PIRET,L-2350 LUXEMBOURG;62.02;Conseil informatique
435;0;54610;KOLLECTOR, SOCIETE A RESPONSABILITE LIMITEE;71, RUE DE LUXEMBOURG,L-8440 STEINFORT;45.112;Commerce de détail de voitures et de véhicules automobiles légers
436;1;54611;PARK SQUARE CAPITAL I, S.A R.L.;3, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.306;Organisme de titrisation
437;2;54612;AERIUM IV CAPITAL S.A R.L.;6A, ROUTE DE TREVES,L-2633 SENNINGERBERG;64.202;Sociétés de participation financière (Soparfi)
438;3;54613;GENERAL FLOOR S.A R.L.;13, GRAND-RUE,L-6630 WASSERBILLIG;46.21;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
439;4;54614;EUROPEAN DURAFIBER TECHNOLOGIES (DFT) HOLDINGS S.A R.L.;5, RUE BOMMEL,L-4940 HAUTCHARAGE;64.202;Sociétés de participation financière (Soparfi)
440;5;54615;JEAN WELKENBACH S.A R.L.;5, RUE DES MERISIERS,L-7303 STEINSEL;1.3;Reproduction de plantes
441;6;54616;GLODEN ET FILS S.A R.L.;2, ALBAACH,L-5471 WELLENSTEIN;1.21;Culture de la vigne
442;7;54617;AERIUM IV PROPERTIES S.A R.L.;6A, ROUTE DE TREVES,L-2633 SENNINGERBERG;64.202;Sociétés de participation financière (Soparfi)
443;8;54618;INSTITUT ROYAL SARL;49, BOULEVARD ROYAL,L-2449 LUXEMBOURG;96.022;Soins de beauté
444;9;54619;BATI SAFE, S.A R.L.;35, RUE DE LA GARE,L-8229 MAMER;41.1;Promotion immobilière
445;0;54620;AI INTERNATIONAL, S.A.R.L.;33, RUE DU PUITS ROMAIN,L-8070 BERTRANGE;64.202;Sociétés de participation financière (Soparfi)
446;1;54621;SOCIETE IMMOBILIERE DU LYCEE S.A R.L.;128, ROUTE DE THIONVILLE,L-2610 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
447;2;54622;L.D.L. SARL;3, ZONE INDUSTRIELLE BOMBICHT,L-6947 NIEDERANVEN;62.01;Programmation informatique
448;3;54623;VEDF (LUXEMBOURG) UK 1 S.A R.L.;8, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
449;4;54624;FIDUCIAIRE JEAN-MARC FABER S.A R.L.;63, RUE DE MERL,L-2146 LUXEMBOURG;69.2;Activités comptables
450;5;54625;PROCO S.AR.L.;59, RUE DU CENTRE,L-3960 EHLANGE;68.31;Agences immobilières
451;6;54626;MP CARRELAGE SARL;3, OP ZENGEN,L-8557 PETIT-NOBRESSART;47.53;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
452;7;54627;MANDARINA REAL ESTATE S.A R.L.;18, RUE ROBERT STUMPER,L-2557 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
453;8;54628;SUNSET S.A R.L.;33, BOULEVARD PRINCE HENRI,L-1724 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
454;9;54629;A.S.K. SARL, ACQUIRE SPECIALIST KNOWLEDGE;9, RUE DES TROIS CANTONS,L-8399 WINDHOF (KOERICH);62.02;Conseil informatique
455;0;54630;HUM - HUMAN MADE;29, BOULEVARD GRANDE-DUCHESSE CHARLOTTE,L-1331 LUXEMBOURG;73.11;Activités des agences de publicité
456;1;54631;D'PETTENER SCHLESSEREI S.A R.L.;3, RUE DU CHATEAU,L-7463 PETTINGEN;25.12;Fabrication de portes et fenêtres en métal
457;2;54632;BIJE S.A.R.L.;154, AVENUE DU X SEPTEMBRE,L-2550 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
458;3;54633;GARIBALDI HOLDINGS S.A R.L.;35F, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
459;4;54634;GARIBALDI GP S.A R.L.;35F, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
460;5;54635;HEDF CO-INVESTMENT S.A R.L.;35F, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
461;6;54636;OCEAN OIL CONSTRUCTION AND SERVICES;1, RUE DU POTAGER,L-2347 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
462;7;54637;MEIF LUXEMBOURG RENEWABLES S.A R.L.;20, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
463;8;54638;EVENTS & VENUES DEVELOPMENT S.A R.L.;5, TUBESECK,L-9912 TROISVIERGES;46.492;Commerce de gros d'articles de sports, campings, cycles, jeux et jouets
464;9;54639;BESTEMAR SARL;3, ROUTE DE LUXEMBOURG,L-7240 BERELDANGE;47.781;Commerce de détail d'objets d'art et d'articles de cadeau
465;0;54640;MARG RESOURCES;3, RUE DE LA FONTAINE,L-4963 CLEMENCY;66.22;Activités des agents et courtiers d'assurances
466;1;54641;PETROLEUM MARINE SERVICES;1, RUE DU POTAGER,L-2347 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
467;2;54642;CARROSSERIE NCM S.A R.L.;113, ROUTE D'ARLON,L-8211 MAMER;45.2;Entretien et réparation de véhicules automobiles
468;3;54643;NELIA INVESTMENTS S.A R.L.;6, RUE EUGENE RUPPERT,L-2453 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
469;4;54644;PROPERTY GELSENKIRCHEN S.A R.L.;22, RUE JEAN-PIERRE BRASSEUR,L-1258 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
470;5;54645;PROPERTY WURZBURG S.A R.L.;22, RUE JEAN-PIERRE BRASSEUR,L-1258 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
471;6;54646;PROPERTY SIEGEN S.A R.L.;22, RUE JEAN-PIERRE BRASSEUR,L-1258 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
472;7;54647;SOMAMI S.A R.L.;4, AVENUE JEAN-PIERRE PESCATORE,L-2324 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
473;8;54648;LUXSPACE SARL;9, RUE PIERRE WERNER,L-6832 BETZDORF;71.121;Ingénierie et études techniques
474;9;54649;INDUCTRON INDUCTIVE ELECTRONIC COMPONENTS S.A R.L.;8, HANNERT DER KIRCH,L-7653 HEFFINGEN;46.52;Commerce de gros de composants et d'équipements électroniques et de télécommunication
475;0;54650;ESTICA S.A R.L.;4, PETERNELCHEN,L-2370 HOWALD;64.202;Sociétés de participation financière (Soparfi)
476;1;54651;NOBLE HOLDING EUROPE S.A R.L.;25B, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
477;2;54652;RHJ-INVEST;18, OP DER SANG,L-9779 ESELBORN;64.202;Sociétés de participation financière (Soparfi)
478;3;54653;ALDAVY S.A R.L.;35, RUE DE LUXEMBOURG,L-7540 ROLLINGEN (MERSCH);46.732;Commerce de gros de matériaux de construction et d'appareils sanitaires
479;4;54654;GOPA LUXEMBOURG S.A R.L.;87, ROUTE DE LUXEMBOURG,L-7240 BERELDANGE;73.2;Études de marché et sondages
480;5;54655;MORTWILL PROPERTIES S.A R.L.;35, AVENUE MONTEREY,L-2163 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
481;6;54656;BAINBRIDGE PROPERTIES S.A R.L.;6A, ROUTE DE TREVES,L-2633 SENNINGERBERG;64.202;Sociétés de participation financière (Soparfi)
482;7;54657;FS BUROSYSTEME S.A R.L.;18, RUE GABRIEL LIPPMANN,L-5365 MUNSBACH;46.65;Commerce de gros de mobilier de bureau
483;8;54658;PRO COMPTA S.A R.L.;59, DUERFSTROOSS,L-9647 DONCOLS;82.19;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
484;9;54659;GROMA, S.A R.L.;60, RUE DE KLEINBETTINGEN,L-8436 STEINFORT;41.1;Promotion immobilière
485;0;54660;10G TECHNOLOGIES S.A R.L.;56, RUE CHARLES MARTEL,L-2134 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
486;1;54661;GESTCOMPRO EUROPE SARL;8, A BENZELT,L-5426 GREIVELDANGE;47.41;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
487;2;54662;ROCA INVESTMENT S.A R.L.;2, RUE DU FOSSE,L-1536 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
488;3;54663;LE PETIT MANOIR S.A R.L.;49, RUE DE LA GARE,L-6440 ECHTERNACH;56.301;Débits de boissons sans spectacle
489;4;54664;JBBK VERWALTUNGS S.A R.L.;6, RUE JEAN MONNET,L-2180 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
490;5;54665;AMDIPHARM HOLDINGS;46A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
491;6;54666;SERVICES ET ASSISTANCE COMPTABLES 'CODUCAL' S.A R.L.;60, AVENUE DE LA FAIENCERIE,L-1510 LUXEMBOURG;69.2;Activités comptables
492;7;54667;EOF SOPARFI B S.A R.L.;4, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
493;8;54668;EOF SOPARFI A S.A R.L.;4, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
494;9;54669;ACCO SARL;332, ROUTE DE LONGWY,L-1940 LUXEMBOURG;66.22;Activités des agents et courtiers d'assurances
495;0;54670;VOX ANGELICA S.A R.L.;20, RUE DE LA POSTE,L-2346 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
496;1;54671;SPACEPLUS;275, RUE DE LUXEMBOURG,L-8077 BERTRANGE;68.31;Agences immobilières
497;2;54672;RIBOVAX LUXEMBOURG S.A R.L.;127, RUE DE MUEHLENBACH,L-2168 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
498;3;54673;JABIL LUXEMBOURG MANUFACTURING S.A R.L.;33, RUE DU PUITS ROMAIN,L-8070 BERTRANGE;64.202;Sociétés de participation financière (Soparfi)
499;4;54674;LUXGATE;26, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
500;5;54675;FEPAR;9, RUE PLETZER,L-8080 BERTRANGE;64.202;Sociétés de participation financière (Soparfi)
501;6;54676;BOUWFONDS INTERNATIONAL REAL ESTATE FUND SERVICES LUXEMBOURG S.A R.L.;20, RUE DE LA POSTE,L-2346 LUXEMBOURG;66.301;Gestion de fonds d'investissement et de pension
502;7;54677;IASON FINANCE S.A R.L.;20, RUE DE LA POSTE,L-2346 LUXEMBOURG;64.306;Organisme de titrisation
503;8;54678;EIF SOPARFI B S.A R.L.;4, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
504;9;54679;CALUXA S.A R.L.;7, VAL STE. CROIX,L-1371 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
505;0;54680;REISERBANN PEINTURE ET DECORATION S.A R.L.;8, ZONE INDUSTRIELLE AM BRUCH,L-3327 CRAUTHEM;43.341;Travaux de peinture
506;1;54681;SAVIC S.A R.L.;10A, RUE HENRI M. SCHNADT,L-2530 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
507;2;54682;ONLINE ENGINEERING S.A R.L.;40, AVENUE MONTEREY,L-2163 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
508;3;54683;HMM TECHNICAL EQUIPMENT TRADE AND SERVICE S.A R.L.;9, RUE ENZ,L-5532 REMICH;70.22;Conseil pour les affaires et autres conseils de gestion
509;4;54684;SL PLACE DE PARIS S.A R.L.;15, BOULEVARD F.W. RAIFFEISEN,L-2411 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
510;5;54685;FLYSTAR S.A R.L.;17, RUE DE HOLLERICH,L-1741 LUXEMBOURG;64.91;Crédit-bail
511;6;54686;COBALT EMEDIA SOLUTIONS S.A R.L.;6, RUE STAEDTGEN,L-9906 TROISVIERGES;63.11;Traitement de données, hébergement et activités connexes
512;7;54687;AERIUM PROPERTIES III S.A R.L.;6A, ROUTE DE TREVES,L-2633 SENNINGERBERG;64.209;Activités des sociétés holding n.c.a.
513;8;54688;CDGV ASSOCIES S.A.R.L.;3, RUE EMILE BIAN,L-1235 LUXEMBOURG;46.499;Commerce de gros d'autres biens domestiques n.c.a.
514;9;54689;KALKALIT-LUX 2 SARL;11, BOULEVARD DE LA FOIRE,L-1528 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
515;0;54690;LASALLE UK FINANCING COMPANY S.A.R.L.;69, ROUTE D'ESCH,L-1470 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
516;1;54691;GLOMASO GROUP S.A R.L.;29, AVENUE MONTEREY,L-2163 LUXEMBOURG;74.9;Autres activités spécialisées, scientifiques et techniques n.c.a.
517;2;54692;INTERGESTION S.A R.L.;18, RUE ROSEMARIE KIEFFER,L-1937 LUXEMBOURG;69.2;Activités comptables
518;3;54693;HILL PUBLISHING;12, RUE JEAN ENGLING,L-1466 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
519;4;54694;PAN EUROPEAN FINANCE II S.A R.L.;28, BOULEVARD ROYAL,L-2449 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
520;5;54695;ALBINA HOLDING;23, RUE JEAN JAURES,L-1836 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
521;6;54696;ALBINA REAL ESTATE;43, BOULEVARD PRINCE HENRI,L-1724 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
522;7;54697;PORTHOS S.A R.L.;1, RUE JEAN PIRET,L-2350 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
523;8;54698;TILOCOR LIFE SCIENCE S.A R.L.;127, RUE DE MUHLENBACH,L-2168 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
524;9;54699;EXCELIA MANAGEMENT SERVICES;57, RUE DE L'ALZETTE,L-4011 ESCH-SUR-ALZETTE;69.2;Activités comptables
525;0;54700;UTILITY CORPORATE SERVICES S.A R.L.;11, BOULEVARD DE LA FOIRE,L-1528 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
526;1;54701;HLF LUXEMBOURG HOLDINGS S.A R.L.;16, AVENUE DE LA GARE,L-1610 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
527;2;54702;DEL CORSO S.A R.L.;2, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;56.301;Débits de boissons sans spectacle
528;3;54703;CANOPUS INVESTMENT B.V., S.A R.L.;206, ROUTE D'ARLON,L-8010 STRASSEN;64.202;Sociétés de participation financière (Soparfi)
529;4;54704;APLEONA HSG S.A R.L.;7, ROUTE DE LUXEMBOURG,L-6130 JUNGLINSTER;81.1;Activités combinées de soutien lié aux bâtiments
530;5;54705;HDG FRL S.A R.L.;121, AVENUE DE LA FAIENCERIE,L-1511 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
531;6;54706;RESTAURANT BELLE VUE DE CHINE SARL;103, RUE DE LA GARE,L-4460 SOLEUVRE;56.101;Restaurants
532;7;54707;PATTON S.AR.L.;2A, RUE ALBERT BORSCHETTE,L-1246 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
533;8;54708;PRO FENCING INVESTMENTS SARL;20, AVENUE MONTEREY,L-2163 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
534;9;54709;VALVE HOLDCO S.A R.L.;2C, RUE ALBERT BORSCHETTE,L-1246 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
535;0;54710;819 LUXEMBOURG S. A R.L.;6, RUE JEAN MONNET,L-2180 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
536;1;54711;JONES LANG LASALLE LUXEMBOURG STAR S.AR.L.;41, RUE DU PUITS ROMAIN,L-8070 BERTRANGE;64.202;Sociétés de participation financière (Soparfi)
537;2;54712;CAFE UM BUR S.A R.L.;9, RUE DU CHATEAU,L-4976 BETTANGE-SUR-MESS;56.301;Débits de boissons sans spectacle
538;3;54713;GOODMAN APP 4, 5 & CDV (LUX) S.A R.L.;28, BOULEVARD D'AVRANCHES,L-1160 LUXEMBOURG;64.209;Activités des sociétés holding n.c.a.
539;4;54714;VAL FORMATION SARL;56, BOULEVARD NAPOLEON I ER,L-2210 LUXEMBOURG;85.59;Enseignements divers
540;5;54715;I.O.D.S. S. A R.L., IMMOBILIERE OP DER STEH S. A R.L.;3, OP DER STEE,L-3328 CRAUTHEM;68.31;Agences immobilières
541;6;54716;AZ SOCFIN;74, RUE DE MERL,L-2146 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
542;7;54717;SERVICES FIDUCIAIRES DU LUXEMBOURG;38, AVENUE DE LA FAIENCERIE,L-1510 LUXEMBOURG;70.22;Conseil pour les affaires et autres conseils de gestion
543;8;54718;MAZOUT BOVE S.A.R.L.;156, HAAPTSTROOSS,L-9645 DERENBACH;47.789;Autre commerce de détail de biens neufs en magasin spécialisé n.c.a.
544;9;54719;GARTENGESTALTUNG ALAIN SCHMITT S. A R. L.;1A, ROUTE DE BERDORF,L-6409 ECHTERNACH;81.3;Services d'aménagement paysager
545;0;54720;CARFACTORY (SOPARFI) S.A R.L.;5, HAPPERFELD,L-9806 HOSINGEN;64.202;Sociétés de participation financière (Soparfi)
546;1;54721;BEST CARS, S.A R.L.;27, RUE DU LAC,L-9453 BIVELS;45.112;Commerce de détail de voitures et de véhicules automobiles légers
547;2;54722;A.T.S., ACCOUNTING AND TAX SOLUTIONS S.AR.L.;11, RUE DES TROIS CANTONS,L-8399 WINDHOF (KOERICH);69.2;Activités comptables
548;3;54723;BLUE HARBOUR S.A R.L.;46A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
549;4;54724;SECOND EURO INDUSTRIAL UNNA S.A R.L.;6C, RUE GABRIEL LIPPMANN,L-5365 MUNSBACH;64.209;Activités des sociétés holding n.c.a.
550;5;54725;EPP SURESNES CURIE HOLDINGS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
551;6;54726;BEZONS JAURES (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
552;7;54727;EPP RUE MARTEL (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
553;8;54728;EPP DAMES DE PARIS HOLDINGS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
554;9;54729;EPP DAMES DE PARIS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
555;0;54730;EPP X HOLDINGS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
556;1;54731;EPP NOISY LE GRAND 2012 HOLDINGS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
557;2;54732;EPP MASSY ILE DE FRANCE (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
558;3;54733;EPP MASSY ILE DE FRANCE HOLDINGS (LUX) S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
559;4;54734;KOA COLONNES SARL;15, BOULEVARD FRANKLIN D. ROOSEVELT,L-2450 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
560;5;54735;SES ASTRA 1M S.AR.L.;CHATEAU DE BETZDORF,L-6815 BETZDORF;61.3;Télécommunications par satellite
561;6;54736;SES ASTRA 3B S.A R.L.;CHATEAU DE BETZDORF,L-6815 BETZDORF;61.3;Télécommunications par satellite
562;7;54737;SES ASTRA 1KR S.AR.L.;CHATEAU DE BETZDORF,L-6815 BETZDORF;61.3;Télécommunications par satellite
563;8;54738;SES ASTRA 1L S.AR.L.;CHATEAU DE BETZDORF,L-6815 BETZDORF;61.3;Télécommunications par satellite
564;9;54739;PRO-GI S.A R.L.;20, RUE DES JONCS,L-1818 HOWALD;64.202;Sociétés de participation financière (Soparfi)
565;0;54740;PRO-DE S.A R.L.;20, RUE DES JONCS,L-1818 HOWALD;64.202;Sociétés de participation financière (Soparfi)
566;1;54741;ROSSCARBEY S.A R.L.;2, PLACE DE STRASBOURG,L-2562 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
567;2;54742;BORDEN LUXEMBOURG S.A R.L.;3B, BOULEVARD PRINCE HENRI,L-1724 LUXEMBOURG;64.92;Autre distribution de crédit
568;3;54743;T-BIZ PRODUCTIONS S. A R.L.;12, RUE IECKER,L-8074 BERTRANGE;77.39;Location et location bail dautres machines, équipements et biens matériels n.c.a.
569;4;54744;ARAMARK S.A R.L.;57, RUE DES TROIS CANTONS,L-3961 EHLANGE;56.29;Autres services de restauration
570;5;54745;FOSSIL LUXEMBOURG S.A R.L.;15, BOULEVARD F.W. RAIFFEISEN,L-2411 LUXEMBOURG;64.99;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
571;6;54746;U.A.I. (LUXEMBOURG) IV S.A R.L.;2A, RUE NICOLAS BOVE,L-1253 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
572;7;54747;U.A.I. (LUXEMBOURG) INVESTMENT S.A R.L.;2A, RUE NICOLAS BOVE,L-1253 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
573;8;54748;STREWILUX S.A R.L.;58, RUE DU DIX SEPTEMBRE,L-9560 WILTZ;81.29;Autres activités de nettoyage
574;9;54749;DANTE S.A R.L..;5, RUE GEESPELT,L-3378 LIVANGE;41.1;Promotion immobilière
575;0;54750;K & S HOLDING S.A R.L.;28, COTE D'EICH,L-1450 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
576;1;54751;S.T.E. S.A R.L.;11, AVENUE DE LA PORTE-NEUVE,L-2227 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
577;2;54752;TAMMUZ S.A R.L.;6, AVENUE JEAN-PIERRE PESCATORE,L-2324 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
578;3;54753;BAUSCH & LOMB LUXEMBOURG S.A R.L.;9, ALLEE SCHEFFER,L-2520 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
579;4;54754;B FOR B S.A R.L.;31, OP DER HECKMILL,L-6783 GREVENMACHER;46.19;Intermédiaires du commerce en produits divers
580;5;54755;EJDERHOLMEN HOLDING S.A R.L.;5, BOULEVARD DE LA FOIRE,L-1528 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
581;6;54756;AB CONSTRUCTION S.A R.L.;62, ROUTE DE LUXEMBOURG,L-4760 PETANGE;46.732;Commerce de gros de matériaux de construction et d'appareils sanitaires
582;7;54757;TISCIMED (TECHNOLOGIE D'INFORMATION EN SCIENCES MEDICALES) SARL;39, RUE NINA ET JULIEN LEFEVRE,L-1952 LUXEMBOURG;82.3;Organisation de salons professionnels et congrès
583;8;54758;FONCIERE DES NEIGES SARL;113, ROUTE D'ARLON,L-1140 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
584;9;54759;GIROFLEE S.A R.L.;15, BOULEVARD FRANKLIN D. ROOSEVELT,L-2450 LUXEMBOURG;68.2;Location et exploitation de biens immobiliers propres ou loués
585;0;54760;SACONAMO S.A R.L.;53, RUE DE L'INDEPENDANCE,L-3238 BETTEMBOURG;46.45;Commerce de gros de parfumerie et de produits de beauté
586;1;54761;BWT CAPITAL S.A R.L.;2, RUE DU NORD,L-2229 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
587;2;54762;EIF SOPARFI C S.A R.L.;4, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
588;3;54763;EIF SOPARFI A S.A R.L.;4, RUE DU FORT WALLIS,L-2714 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
589;4;54764;PARQUE D. PEDRO 1 B.V.;46A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
590;5;54765;SONAE SIERRA BRAZIL B.V.;46A, AVENUE JOHN F. KENNEDY,L-1855 LUXEMBOURG;64.202;Sociétés de participation financière (Soparfi)
